Unnamed: 0,scrapedate,lastupdated,stateagency,facility,fac_inc_positive,fac_inc_tested,fac_inc_active,fac_inc_negative,fac_inc_pending,fac_inc_recovered,fac_inc_deaths,fac_staff_positive,fac_staff_recovered,fac_staff_deaths,sum_inc_vaccinated,sum_staff_vaccinated,demographics_type,demographics_category,demographics_inc_positive,facility_bjs,fac_state,fac_address,fac_zip,sum_inc_positive,sum_inc_deaths,sum_inc_tested,sum_staff_deaths,sum_staff_positive,match,bjs_fac_state,bjs_fac_id,bjs_fac_id2,bjs_fac_name,bjs_fac_address1,bjs_fac_city,bjs_fac_stateab,bjs_fac_zip1,bjs_fac_gender,bjs_fac_security,bjs_fac_leave,bjs_fac_operator,bjs_fac_privprison,bjs_fac_malepop,bjs_fac_femalepop,bjs_fac_linked,bjs_fac_linktxt,bjs_fac_changeuse,bjs_fac_changeclose,oldnew,state
5466,2021-09-04,2021-08-25,TN,Morgan County Correctional (MCCX),131.0,5290.0,8.0,5142.0,5.0,123.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
5467,2021-09-04,2021-08-25,TN,Northeast Correctional (NECX),374.0,3666.0,0.0,3280.0,4.0,374.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
5468,2021-09-04,2021-08-25,TN,Lois M. Derry Special Needs (DSNF),170.0,2560.0,0.0,2373.0,0.0,170.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
5469,2021-09-04,2021-08-25,TN,Riverbend Maximum Security (RMSI),112.0,1792.0,0.0,1674.0,0.0,112.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
5470,2021-09-04,2021-08-25,TN,Tennessee Prison for Women (TPFW/DJRC),342.0,3351.0,6.0,2999.0,7.0,336.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
5471,2021-09-04,2021-08-25,TN,Turney Center Industrial Complex (TCIX),133.0,2787.0,2.0,2641.0,5.0,131.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
5472,2021-09-04,2021-08-25,TN,Turney Center Industrial Complex-Annex (TCIX-A),11.0,976.0,0.0,962.0,0.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
5473,2021-09-04,2021-08-25,TN,Mark Luttrell Transition Center (MLTC),62.0,1926.0,0.0,1863.0,0.0,62.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
5474,2021-09-04,2021-08-25,TN,Northwest Correctional Complex (NWCX),996.0,5237.0,0.0,4205.0,9.0,996.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
5475,2021-09-04,2021-08-25,TN,West Tennessee State Penitentiary (WTSP),291.0,2223.0,18.0,1921.0,0.0,273.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
5476,2021-09-04,2021-08-25,TN,Women's Therapeutic Residential Center (WTRC),153.0,2327.0,1.0,2173.0,0.0,152.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
5477,2021-09-04,2021-08-25,TN,Hardeman County Correctional,316.0,3695.0,0.0,3364.0,0.0,316.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
5478,2021-09-04,2021-08-25,TN,South Central Correctional,1256.0,4309.0,5.0,3031.0,5.0,1251.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
5479,2021-09-04,2021-08-25,TN,Trousdale Turner Correctional (TCA),1411.0,4409.0,0.0,2991.0,0.0,1411.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
5480,2021-09-04,2021-08-25,TN,Whiteville Correctional,97.0,2544.0,0.0,2442.0,3.0,97.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
5481,2021-09-04,2021-08-25,TN,DCCO/OIC,,,,,,,,74.0,70.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
5482,2021-09-04,2021-08-25,TN,Trousdale Turner Correctional (TCA),,,,,,,,21.0,12.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
5483,2021-09-04,2021-08-25,TN,Tennessee Prison for Women (TPFW/DJRC),,,,,,,,65.0,63.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
5484,2021-09-04,2021-08-25,TN,Turney Center Industrial Complex (TCIX),,,,,,,,105.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
5485,2021-09-04,2021-08-25,TN,Mark Luttrell Transition Center (MLTC),,,,,,,,45.0,43.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
5486,2021-09-04,2021-08-25,TN,Bledsoe County Correctional (BCCX),,,,,,,,256.0,230.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
5487,2021-09-04,2021-08-25,TN,Women's Therapeutic Residential Center (WTRC),,,,,,,,223.0,200.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
5488,2021-09-04,2021-08-25,TN,Riverbend Maximum Security (RMSI),,,,,,,,71.0,64.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
5489,2021-09-04,2021-08-25,TN,Northeast Correctional (NECX),,,,,,,,188.0,179.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
5490,2021-09-04,2021-08-25,TN,Northwest Correctional Complex (NWCX),,,,,,,,163.0,154.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
5491,2021-09-04,2021-08-25,TN,Lois M. Derry Special Needs (DSNF),,,,,,,,93.0,86.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
5492,2021-09-04,2021-08-25,TN,Morgan County Correctional (MCCX),,,,,,,,193.0,185.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
5493,2021-09-04,2021-08-25,TN,CS/Rehab,,,,,,,,284.0,252.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
5494,2021-09-04,2021-08-25,TN,,,,,,,,,,,,16122.0,3330.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
5495,2021-09-04,2021-08-25,TN,,,,,,,,,,,,,,Race,White,NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
5496,2021-09-04,2021-08-25,TN,,,,,,,,,,,,,,Race,Black,NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
5497,2021-09-04,2021-08-25,TN,,,,,,,,,,,,,,Race,Hispanic,NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
5498,2021-09-04,2021-08-25,TN,,,,,,,,,,,,,,Race,Asian,NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
5499,2021-09-04,2021-08-25,TN,,,,,,,,,,,,,,Race,Pacific Islander,NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
5500,2021-09-04,2021-08-25,TN,,,,,,,,,,,,,,Race,Unavailable,NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
5501,2021-09-05,2021-08-25,TN,Bledsoe County Correctional (BCCX),946.0,10477.0,21.0,9523.0,7.0,925.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
5502,2021-09-05,2021-08-25,TN,Morgan County Correctional (MCCX),131.0,5290.0,8.0,5142.0,5.0,123.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
5503,2021-09-05,2021-08-25,TN,Northeast Correctional (NECX),374.0,3666.0,0.0,3280.0,4.0,374.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
5504,2021-09-05,2021-08-25,TN,Lois M. Derry Special Needs (DSNF),170.0,2560.0,0.0,2373.0,0.0,170.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
5505,2021-09-05,2021-08-25,TN,Riverbend Maximum Security (RMSI),112.0,1792.0,0.0,1674.0,0.0,112.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
5506,2021-09-05,2021-08-25,TN,Tennessee Prison for Women (TPFW/DJRC),342.0,3351.0,6.0,2999.0,7.0,336.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
5507,2021-09-05,2021-08-25,TN,Turney Center Industrial Complex (TCIX),133.0,2787.0,2.0,2641.0,5.0,131.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
5508,2021-09-05,2021-08-25,TN,Turney Center Industrial Complex-Annex (TCIX-A),11.0,976.0,0.0,962.0,0.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
5509,2021-09-05,2021-08-25,TN,Mark Luttrell Transition Center (MLTC),62.0,1926.0,0.0,1863.0,0.0,62.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
5510,2021-09-05,2021-08-25,TN,Northwest Correctional Complex (NWCX),996.0,5237.0,0.0,4205.0,9.0,996.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
5511,2021-09-05,2021-08-25,TN,West Tennessee State Penitentiary (WTSP),291.0,2223.0,18.0,1921.0,0.0,273.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
5512,2021-09-05,2021-08-25,TN,Women's Therapeutic Residential Center (WTRC),153.0,2327.0,1.0,2173.0,0.0,152.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
5513,2021-09-05,2021-08-25,TN,Hardeman County Correctional,316.0,3695.0,0.0,3364.0,0.0,316.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
5514,2021-09-05,2021-08-25,TN,South Central Correctional,1256.0,4309.0,5.0,3031.0,5.0,1251.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
5515,2021-09-05,2021-08-25,TN,Trousdale Turner Correctional (TCA),1411.0,4409.0,0.0,2991.0,0.0,1411.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
5516,2021-09-05,2021-08-25,TN,Whiteville Correctional,97.0,2544.0,0.0,2442.0,3.0,97.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
5517,2021-09-05,2021-08-25,TN,DCCO/OIC,,,,,,,,74.0,70.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
5518,2021-09-05,2021-08-25,TN,Trousdale Turner Correctional (TCA),,,,,,,,21.0,12.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
5519,2021-09-05,2021-08-25,TN,Tennessee Prison for Women (TPFW/DJRC),,,,,,,,65.0,63.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
5520,2021-09-05,2021-08-25,TN,Turney Center Industrial Complex (TCIX),,,,,,,,105.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
5521,2021-09-05,2021-08-25,TN,Mark Luttrell Transition Center (MLTC),,,,,,,,45.0,43.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
5522,2021-09-05,2021-08-25,TN,Bledsoe County Correctional (BCCX),,,,,,,,256.0,230.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
5523,2021-09-05,2021-08-25,TN,Women's Therapeutic Residential Center (WTRC),,,,,,,,223.0,200.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
5524,2021-09-05,2021-08-25,TN,Riverbend Maximum Security (RMSI),,,,,,,,71.0,64.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
5525,2021-09-05,2021-08-25,TN,Northeast Correctional (NECX),,,,,,,,188.0,179.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
5526,2021-09-05,2021-08-25,TN,Northwest Correctional Complex (NWCX),,,,,,,,163.0,154.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
5527,2021-09-05,2021-08-25,TN,Lois M. Derry Special Needs (DSNF),,,,,,,,93.0,86.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
5528,2021-09-05,2021-08-25,TN,Morgan County Correctional (MCCX),,,,,,,,193.0,185.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
5529,2021-09-05,2021-08-25,TN,CS/Rehab,,,,,,,,284.0,252.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
5530,2021-09-05,2021-08-25,TN,,,,,,,,,,,,16122.0,3330.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
5531,2021-09-05,2021-08-25,TN,,,,,,,,,,,,,,Race,White,NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
5532,2021-09-05,2021-08-25,TN,,,,,,,,,,,,,,Race,Black,NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
5533,2021-09-05,2021-08-25,TN,,,,,,,,,,,,,,Race,Hispanic,NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
5534,2021-09-05,2021-08-25,TN,,,,,,,,,,,,,,Race,Asian,NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
5535,2021-09-05,2021-08-25,TN,,,,,,,,,,,,,,Race,Pacific Islander,NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
5536,2021-09-05,2021-08-25,TN,,,,,,,,,,,,,,Race,Unavailable,NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
5537,2021-09-06,2021-08-25,TN,Bledsoe County Correctional (BCCX),946.0,10477.0,21.0,9523.0,7.0,925.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
5538,2021-09-06,2021-08-25,TN,Morgan County Correctional (MCCX),131.0,5290.0,8.0,5142.0,5.0,123.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
5539,2021-09-06,2021-08-25,TN,Northeast Correctional (NECX),374.0,3666.0,0.0,3280.0,4.0,374.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
5540,2021-09-06,2021-08-25,TN,Lois M. Derry Special Needs (DSNF),170.0,2560.0,0.0,2373.0,0.0,170.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
5541,2021-09-06,2021-08-25,TN,Riverbend Maximum Security (RMSI),112.0,1792.0,0.0,1674.0,0.0,112.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
5542,2021-09-06,2021-08-25,TN,Tennessee Prison for Women (TPFW/DJRC),342.0,3351.0,6.0,2999.0,7.0,336.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
5543,2021-09-06,2021-08-25,TN,Turney Center Industrial Complex (TCIX),133.0,2787.0,2.0,2641.0,5.0,131.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
5544,2021-09-06,2021-08-25,TN,Turney Center Industrial Complex-Annex (TCIX-A),11.0,976.0,0.0,962.0,0.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
5545,2021-09-06,2021-08-25,TN,Mark Luttrell Transition Center (MLTC),62.0,1926.0,0.0,1863.0,0.0,62.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
5546,2021-09-06,2021-08-25,TN,Northwest Correctional Complex (NWCX),996.0,5237.0,0.0,4205.0,9.0,996.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
5547,2021-09-06,2021-08-25,TN,West Tennessee State Penitentiary (WTSP),291.0,2223.0,18.0,1921.0,0.0,273.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
5548,2021-09-06,2021-08-25,TN,Women's Therapeutic Residential Center (WTRC),153.0,2327.0,1.0,2173.0,0.0,152.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
5549,2021-09-06,2021-08-25,TN,Hardeman County Correctional,316.0,3695.0,0.0,3364.0,0.0,316.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
5550,2021-09-06,2021-08-25,TN,South Central Correctional,1256.0,4309.0,5.0,3031.0,5.0,1251.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
5551,2021-09-06,2021-08-25,TN,Trousdale Turner Correctional (TCA),1411.0,4409.0,0.0,2991.0,0.0,1411.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
5552,2021-09-06,2021-08-25,TN,Whiteville Correctional,97.0,2544.0,0.0,2442.0,3.0,97.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
5553,2021-09-06,2021-08-25,TN,DCCO/OIC,,,,,,,,74.0,70.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
5554,2021-09-06,2021-08-25,TN,Trousdale Turner Correctional (TCA),,,,,,,,21.0,12.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
5555,2021-09-06,2021-08-25,TN,Tennessee Prison for Women (TPFW/DJRC),,,,,,,,65.0,63.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
5556,2021-09-06,2021-08-25,TN,Turney Center Industrial Complex (TCIX),,,,,,,,105.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
5557,2021-09-06,2021-08-25,TN,Mark Luttrell Transition Center (MLTC),,,,,,,,45.0,43.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
5558,2021-09-06,2021-08-25,TN,Bledsoe County Correctional (BCCX),,,,,,,,256.0,230.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
5559,2021-09-06,2021-08-25,TN,Women's Therapeutic Residential Center (WTRC),,,,,,,,223.0,200.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
5560,2021-09-06,2021-08-25,TN,Riverbend Maximum Security (RMSI),,,,,,,,71.0,64.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
5561,2021-09-06,2021-08-25,TN,Northeast Correctional (NECX),,,,,,,,188.0,179.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
5562,2021-09-06,2021-08-25,TN,Northwest Correctional Complex (NWCX),,,,,,,,163.0,154.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
5563,2021-09-06,2021-08-25,TN,Lois M. Derry Special Needs (DSNF),,,,,,,,93.0,86.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
5564,2021-09-06,2021-08-25,TN,Morgan County Correctional (MCCX),,,,,,,,193.0,185.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
