Unnamed: 0,scrapedate,lastupdated,stateagency,facility,facilitytier,fac_inc_tested,fac_inc_positive,fac_inc_active,fac_inc_negative,fac_staff_positive,fac_staff_deaths,sum_inc_recovered,sum_inc_deaths,sum_staff_recovered,fac_inc_isolated,fac_inc_quarantined,fac_inc_pending,sum_inc_firstdose,sum_inc_seconddose,sum_inc_offeredvaccine,fac_state,fac_address,fac_zip,fac_facilitytier,sum_inc_positive,sum_inc_tested,sum_staff_positive,match,state
3731,2021-08-27,2021-08-24,OR,OSCI,Tier 2,1755.0,253.0,0.0,1502.0,50.0,NR,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
3732,2021-08-27,2021-08-24,OR,OSP,Tier 3,3550.0,391.0,2.0,3159.0,145.0,NR,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
3733,2021-08-27,2021-08-24,OR,PRCF,Tier 1,556.0,72.0,0.0,484.0,28.0,NR,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
3734,2021-08-27,2021-08-24,OR,SCCI,Tier 4,323.0,33.0,2.0,290.0,16.0,NR,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
3735,2021-08-27,2021-08-24,OR,SCI,Tier 1,1165.0,121.0,0.0,1044.0,36.0,NR,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
3736,2021-08-27,2021-08-24,OR,SFFC,Tier 1,124.0,5.0,0.0,119.0,0.0,NR,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
3737,2021-08-27,2021-08-24,OR,SRCI,Tier 2,2005.0,509.0,13.0,1496.0,259.0,NR,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
3738,2021-08-27,2021-08-24,OR,TRCI,Tier 4,3618.0,783.0,7.0,2835.0,147.0,NR,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
3739,2021-08-27,2021-08-24,OR,WCCF,Tier 1,878.0,94.0,0.0,784.0,16.0,NR,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
3740,2021-08-27,2021-08-24,OR,,,,,,,,,3477.0,42.0,1000.0,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
3741,2021-08-28,2021-08-26,OR,CCCF,Tier 2,6307.0,244.0,1.0,6063.0,54.0,NR,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
3742,2021-08-28,2021-08-26,OR,CCIC (Intake),Tier 3,3249.0,118.0,1.0,3131.0,13.0,NR,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
3743,2021-08-28,2021-08-26,OR,CRCI,Tier 1,1631.0,258.0,0.0,1373.0,26.0,NR,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
3744,2021-08-28,2021-08-26,OR,DRCI,Tier 3,2162.0,288.0,5.0,1874.0,54.0,NR,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
3745,2021-08-28,2021-08-26,OR,EOCI,Tier 3,1459.0,462.0,3.0,997.0,106.0,NR,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
3746,2021-08-28,2021-08-26,OR,MCCF,Tier 1,427.0,40.0,0.0,387.0,16.0,NR,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
3747,2021-08-28,2021-08-26,OR,OSCI,Tier 2,1755.0,253.0,0.0,1502.0,50.0,NR,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
3748,2021-08-28,2021-08-26,OR,OSP,Tier 4,3552.0,393.0,4.0,3159.0,149.0,NR,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
3749,2021-08-28,2021-08-26,OR,PRCF,Tier 1,556.0,72.0,0.0,484.0,28.0,NR,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
3750,2021-08-28,2021-08-26,OR,SCCI,Tier 4,323.0,33.0,0.0,290.0,17.0,NR,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
3751,2021-08-28,2021-08-26,OR,SCI,Tier 1,1165.0,121.0,0.0,1044.0,36.0,NR,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
3752,2021-08-28,2021-08-26,OR,SFFC,Tier 1,124.0,5.0,0.0,119.0,0.0,NR,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
3753,2021-08-28,2021-08-26,OR,SRCI,Tier 2,2007.0,511.0,8.0,1496.0,260.0,NR,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
3754,2021-08-28,2021-08-26,OR,TRCI,Tier 4,3619.0,784.0,7.0,2835.0,148.0,NR,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
3755,2021-08-28,2021-08-26,OR,WCCF,Tier 1,878.0,94.0,0.0,784.0,16.0,NR,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
3756,2021-08-28,2021-08-26,OR,,,,,,,,,3487.0,43.0,1010.0,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
3757,2021-08-29,2021-08-26,OR,CCCF,Tier 2,6307.0,244.0,1.0,6063.0,54.0,NR,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
3758,2021-08-29,2021-08-26,OR,CCIC (Intake),Tier 3,3249.0,118.0,1.0,3131.0,13.0,NR,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
3759,2021-08-29,2021-08-26,OR,CRCI,Tier 1,1631.0,258.0,0.0,1373.0,26.0,NR,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
3760,2021-08-29,2021-08-26,OR,DRCI,Tier 3,2162.0,288.0,5.0,1874.0,54.0,NR,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
3761,2021-08-29,2021-08-26,OR,EOCI,Tier 3,1459.0,462.0,3.0,997.0,106.0,NR,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
3762,2021-08-29,2021-08-26,OR,MCCF,Tier 1,427.0,40.0,0.0,387.0,16.0,NR,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
3763,2021-08-29,2021-08-26,OR,OSCI,Tier 2,1755.0,253.0,0.0,1502.0,50.0,NR,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
3764,2021-08-29,2021-08-26,OR,OSP,Tier 4,3552.0,393.0,4.0,3159.0,149.0,NR,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
3765,2021-08-29,2021-08-26,OR,PRCF,Tier 1,556.0,72.0,0.0,484.0,28.0,NR,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
3766,2021-08-29,2021-08-26,OR,SCCI,Tier 4,323.0,33.0,0.0,290.0,17.0,NR,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
3767,2021-08-29,2021-08-26,OR,SCI,Tier 1,1165.0,121.0,0.0,1044.0,36.0,NR,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
3768,2021-08-29,2021-08-26,OR,SFFC,Tier 1,124.0,5.0,0.0,119.0,0.0,NR,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
3769,2021-08-29,2021-08-26,OR,SRCI,Tier 2,2007.0,511.0,8.0,1496.0,260.0,NR,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
3770,2021-08-29,2021-08-26,OR,TRCI,Tier 4,3619.0,784.0,7.0,2835.0,148.0,NR,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
3771,2021-08-29,2021-08-26,OR,WCCF,Tier 1,878.0,94.0,0.0,784.0,16.0,NR,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
3772,2021-08-29,2021-08-26,OR,,,,,,,,,3487.0,43.0,1010.0,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
3773,2021-08-30,2021-08-26,OR,CCCF,Tier 2,6307.0,244.0,1.0,6063.0,54.0,NR,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
3774,2021-08-30,2021-08-26,OR,CCIC (Intake),Tier 3,3249.0,118.0,1.0,3131.0,13.0,NR,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
3775,2021-08-30,2021-08-26,OR,CRCI,Tier 1,1631.0,258.0,0.0,1373.0,26.0,NR,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
3776,2021-08-30,2021-08-26,OR,DRCI,Tier 3,2162.0,288.0,5.0,1874.0,54.0,NR,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
3777,2021-08-30,2021-08-26,OR,EOCI,Tier 3,1459.0,462.0,3.0,997.0,106.0,NR,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
3778,2021-08-30,2021-08-26,OR,MCCF,Tier 1,427.0,40.0,0.0,387.0,16.0,NR,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
3779,2021-08-30,2021-08-26,OR,OSCI,Tier 2,1755.0,253.0,0.0,1502.0,50.0,NR,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
3780,2021-08-30,2021-08-26,OR,OSP,Tier 4,3552.0,393.0,4.0,3159.0,149.0,NR,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
3781,2021-08-30,2021-08-26,OR,PRCF,Tier 1,556.0,72.0,0.0,484.0,28.0,NR,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
3782,2021-08-30,2021-08-26,OR,SCCI,Tier 4,323.0,33.0,0.0,290.0,17.0,NR,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
3783,2021-08-30,2021-08-26,OR,SCI,Tier 1,1165.0,121.0,0.0,1044.0,36.0,NR,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
3784,2021-08-30,2021-08-26,OR,SFFC,Tier 1,124.0,5.0,0.0,119.0,0.0,NR,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
3785,2021-08-30,2021-08-26,OR,SRCI,Tier 2,2007.0,511.0,8.0,1496.0,260.0,NR,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
3786,2021-08-30,2021-08-26,OR,TRCI,Tier 4,3619.0,784.0,7.0,2835.0,148.0,NR,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
3787,2021-08-30,2021-08-26,OR,WCCF,Tier 1,878.0,94.0,0.0,784.0,16.0,NR,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
3788,2021-08-30,2021-08-26,OR,,,,,,,,,3487.0,43.0,1010.0,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
3789,2021-08-31,2021-08-29,OR,CCCF,Tier 2,6307.0,244.0,1.0,6063.0,55.0,NR,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
3790,2021-08-31,2021-08-29,OR,CCIC (Intake),Tier 3,3249.0,118.0,1.0,3131.0,13.0,NR,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
3791,2021-08-31,2021-08-29,OR,CRCI,Tier 1,1631.0,258.0,0.0,1373.0,26.0,NR,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
3792,2021-08-31,2021-08-29,OR,DRCI,Tier 4,2166.0,292.0,9.0,1874.0,54.0,NR,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
3793,2021-08-31,2021-08-29,OR,EOCI,Tier 3,1459.0,462.0,3.0,997.0,106.0,NR,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
3794,2021-08-31,2021-08-29,OR,MCCF,Tier 1,427.0,40.0,0.0,387.0,16.0,NR,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
3795,2021-08-31,2021-08-29,OR,OSCI,Tier 2,1755.0,253.0,0.0,1502.0,51.0,NR,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
3796,2021-08-31,2021-08-29,OR,OSP,Tier 4,3552.0,393.0,4.0,3159.0,150.0,NR,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
3797,2021-08-31,2021-08-29,OR,PRCF,Tier 1,556.0,72.0,0.0,484.0,28.0,NR,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
3798,2021-08-31,2021-08-29,OR,SCCI,Tier 4,324.0,34.0,0.0,290.0,18.0,NR,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
3799,2021-08-31,2021-08-29,OR,SCI,Tier 1,1165.0,121.0,0.0,1044.0,36.0,NR,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
3800,2021-08-31,2021-08-29,OR,SFFC,Tier 1,124.0,5.0,0.0,119.0,0.0,NR,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
3801,2021-08-31,2021-08-29,OR,SRCI,Tier 2,2007.0,511.0,8.0,1496.0,263.0,NR,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
3802,2021-08-31,2021-08-29,OR,TRCI,Tier 4,3619.0,784.0,7.0,2835.0,149.0,NR,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
3803,2021-08-31,2021-08-29,OR,WCCF,Tier 1,878.0,94.0,0.0,784.0,16.0,NR,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
3804,2021-08-31,2021-08-29,OR,,,,,,,,,3487.0,43.0,1018.0,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
3805,2021-09-01,2021-08-30,OR,CCCF,Tier 2,6307.0,244.0,1.0,6063.0,55.0,NR,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
3806,2021-09-01,2021-08-30,OR,CCIC (Intake),Tier 3,3249.0,118.0,1.0,3131.0,13.0,NR,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
3807,2021-09-01,2021-08-30,OR,CRCI,Tier 1,1631.0,258.0,0.0,1373.0,26.0,NR,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
3808,2021-09-01,2021-08-30,OR,DRCI,Tier 4,2166.0,292.0,9.0,1874.0,54.0,NR,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
3809,2021-09-01,2021-08-30,OR,EOCI,Tier 3,1459.0,462.0,3.0,997.0,107.0,NR,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
3810,2021-09-01,2021-08-30,OR,MCCF,Tier 1,427.0,40.0,0.0,387.0,16.0,NR,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
3811,2021-09-01,2021-08-30,OR,OSCI,Tier 2,1755.0,253.0,0.0,1502.0,51.0,NR,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
3812,2021-09-01,2021-08-30,OR,OSP,Tier 4,3552.0,393.0,4.0,3159.0,150.0,NR,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
3813,2021-09-01,2021-08-30,OR,PRCF,Tier 1,556.0,72.0,0.0,484.0,28.0,NR,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
3814,2021-09-01,2021-08-30,OR,SCCI,Tier 4,324.0,34.0,0.0,290.0,18.0,NR,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
3815,2021-09-01,2021-08-30,OR,SCI,Tier 1,1165.0,121.0,0.0,1044.0,36.0,NR,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
3816,2021-09-01,2021-08-30,OR,SFFC,Tier 1,124.0,5.0,0.0,119.0,0.0,NR,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
3817,2021-09-01,2021-08-30,OR,SRCI,Tier 2,2007.0,511.0,3.0,1496.0,266.0,NR,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
3818,2021-09-01,2021-08-30,OR,TRCI,Tier 4,3619.0,784.0,7.0,2835.0,150.0,NR,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
3819,2021-09-01,2021-08-30,OR,WCCF,Tier 1,878.0,94.0,0.0,784.0,16.0,NR,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
3820,2021-09-01,2021-08-30,OR,,,,,,,,,3492.0,43.0,1023.0,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
3821,2021-09-02,2021-08-30,OR,CCCF,Tier 2,6307.0,244.0,1.0,6063.0,55.0,NR,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
3822,2021-09-02,2021-08-30,OR,CCIC (Intake),Tier 3,3249.0,118.0,1.0,3131.0,13.0,NR,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
3823,2021-09-02,2021-08-30,OR,CRCI,Tier 1,1631.0,258.0,0.0,1373.0,26.0,NR,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
3824,2021-09-02,2021-08-30,OR,DRCI,Tier 4,2166.0,292.0,9.0,1874.0,54.0,NR,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
3825,2021-09-02,2021-08-30,OR,EOCI,Tier 3,1459.0,462.0,3.0,997.0,107.0,NR,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
3826,2021-09-02,2021-08-30,OR,MCCF,Tier 1,427.0,40.0,0.0,387.0,16.0,NR,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
3827,2021-09-02,2021-08-30,OR,OSCI,Tier 2,1755.0,253.0,0.0,1502.0,51.0,NR,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
3828,2021-09-02,2021-08-30,OR,OSP,Tier 4,3552.0,393.0,4.0,3159.0,150.0,NR,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
3829,2021-09-02,2021-08-30,OR,PRCF,Tier 1,556.0,72.0,0.0,484.0,28.0,NR,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
3830,2021-09-02,2021-08-30,OR,SCCI,Tier 4,324.0,34.0,0.0,290.0,18.0,NR,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
3831,2021-09-02,2021-08-30,OR,SCI,Tier 1,1165.0,121.0,0.0,1044.0,36.0,NR,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
3832,2021-09-02,2021-08-30,OR,SFFC,Tier 1,124.0,5.0,0.0,119.0,0.0,NR,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
3833,2021-09-02,2021-08-30,OR,SRCI,Tier 2,2007.0,511.0,3.0,1496.0,266.0,NR,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
3834,2021-09-02,2021-08-30,OR,TRCI,Tier 4,3619.0,784.0,7.0,2835.0,150.0,NR,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
3835,2021-09-02,2021-08-30,OR,WCCF,Tier 1,878.0,94.0,0.0,784.0,16.0,NR,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
3836,2021-09-02,2021-08-30,OR,,,,,,,,,3492.0,43.0,1023.0,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
3837,2021-09-03,2021-09-01,OR,CCCF,Tier 2,6307.0,244.0,1.0,6063.0,55.0,NR,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
3838,2021-09-03,2021-09-01,OR,CCIC (Intake),Tier 3,3253.0,122.0,5.0,3131.0,13.0,NR,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
3839,2021-09-03,2021-09-01,OR,CRCI,Tier 1,1631.0,258.0,0.0,1373.0,26.0,NR,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
3840,2021-09-03,2021-09-01,OR,DRCI,Tier 4,2169.0,295.0,12.0,1874.0,54.0,NR,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
3841,2021-09-03,2021-09-01,OR,EOCI,Tier 3,1459.0,462.0,3.0,997.0,107.0,NR,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
3842,2021-09-03,2021-09-01,OR,MCCF,Tier 1,427.0,40.0,0.0,387.0,16.0,NR,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
3843,2021-09-03,2021-09-01,OR,OSCI,Tier 2,1755.0,253.0,0.0,1502.0,51.0,NR,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
3844,2021-09-03,2021-09-01,OR,OSP,Tier 4,3553.0,394.0,4.0,3159.0,154.0,NR,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
3845,2021-09-03,2021-09-01,OR,PRCF,Tier 1,556.0,72.0,0.0,484.0,28.0,NR,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
3846,2021-09-03,2021-09-01,OR,SCCI,Tier 4,324.0,34.0,0.0,290.0,19.0,NR,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
3847,2021-09-03,2021-09-01,OR,SCI,Tier 1,1165.0,121.0,0.0,1044.0,36.0,NR,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
3848,2021-09-03,2021-09-01,OR,SFFC,Tier 1,124.0,5.0,0.0,119.0,0.0,NR,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
3849,2021-09-03,2021-09-01,OR,SRCI,Tier 2,2007.0,511.0,3.0,1496.0,269.0,NR,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
3850,2021-09-03,2021-09-01,OR,TRCI,Tier 4,3623.0,788.0,4.0,2835.0,154.0,NR,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
3851,2021-09-03,2021-09-01,OR,WCCF,Tier 1,878.0,94.0,0.0,784.0,16.0,NR,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
