Unnamed: 0,scrapedate,lastupdated,stateagency,facility,fac_inc_partiallyvaccinated,fac_inc_fullyvaccinated,sum_staff_vaccinations,sum_inc_tested,sum_inc_positive,sum_inc_positiveremand,sum_inc_positivegeneral,sum_inc_negative,sum_inc_pending,sum_inc_deaths,sum_staff_positive,sum_staff_deaths,fac_address,fac_state,match,oldnew,fac_inc_vaccinated,fac_inc_population,state
2399,2021-08-23,44407.0,AK,YUKON-KUSKOKWIM CC,,162,NR,,,,,,,,,,,,,,167.0,211.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
2400,2021-08-23,44407.0,AK,DOC - OTHER (CRC),,141,NR,,,,,,,,,,,,,,151.0,208.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
2401,2021-08-23,44407.0,AK,,,,,44215.0,2526.0,355.0,2171.0,40924.0,38.0,5.0,NR,NR,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
2402,2021-08-24,44408.0,AK,ANCHORAGE CC,,315,NR,,,,,,,,,,,,,,376.0,861.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
2403,2021-08-24,44408.0,AK,ANVIL MTN CC,,93,NR,,,,,,,,,,,,,,100.0,118.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
2404,2021-08-24,44408.0,AK,FAIRBANKS CC,,169,NR,,,,,,,,,,,,,,178.0,271.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
2405,2021-08-24,44408.0,AK,GOOSE CREEK CC,,877,NR,,,,,,,,,,,,,,927.0,1365.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
2406,2021-08-24,44408.0,AK,HILAND MTN CC,,148,NR,,,,,,,,,,,,,,166.0,305.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
2407,2021-08-24,44408.0,AK,KETCHIKAN CC,,21,NR,,,,,,,,,,,,,,22.0,53.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
2408,2021-08-24,44408.0,AK,LEMON CREEK CC,,86,NR,,,,,,,,,,,,,,106.0,217.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
2409,2021-08-24,44408.0,AK,MATSU PRETRIAL,,24,NR,,,,,,,,,,,,,,27.0,85.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
2410,2021-08-24,44408.0,AK,PT. MACKENZIE CF,,67,NR,,,,,,,,,,,,,,70.0,95.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
2411,2021-08-24,44408.0,AK,SPRING CREEK CC,,357,NR,,,,,,,,,,,,,,376.0,502.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
2412,2021-08-24,44408.0,AK,WILDWOOD CC,,211,NR,,,,,,,,,,,,,,214.0,415.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
2413,2021-08-24,44408.0,AK,YUKON-KUSKOKWIM CC,,162,NR,,,,,,,,,,,,,,167.0,211.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
2414,2021-08-24,44408.0,AK,DOC - OTHER (CRC),,141,NR,,,,,,,,,,,,,,151.0,208.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
2415,2021-08-24,44408.0,AK,,,,,44215.0,2526.0,355.0,2171.0,40924.0,38.0,5.0,NR,NR,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
2416,2021-08-25,44409.0,AK,ANCHORAGE CC,,315,NR,,,,,,,,,,,,,,376.0,861.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
2417,2021-08-25,44409.0,AK,ANVIL MTN CC,,93,NR,,,,,,,,,,,,,,100.0,118.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
2418,2021-08-25,44409.0,AK,FAIRBANKS CC,,169,NR,,,,,,,,,,,,,,178.0,271.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
2419,2021-08-25,44409.0,AK,GOOSE CREEK CC,,877,NR,,,,,,,,,,,,,,927.0,1365.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
2420,2021-08-25,44409.0,AK,HILAND MTN CC,,148,NR,,,,,,,,,,,,,,166.0,305.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
2421,2021-08-25,44409.0,AK,KETCHIKAN CC,,21,NR,,,,,,,,,,,,,,22.0,53.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
2422,2021-08-25,44409.0,AK,LEMON CREEK CC,,86,NR,,,,,,,,,,,,,,106.0,217.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
2423,2021-08-25,44409.0,AK,MATSU PRETRIAL,,24,NR,,,,,,,,,,,,,,27.0,85.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
2424,2021-08-25,44409.0,AK,PT. MACKENZIE CF,,67,NR,,,,,,,,,,,,,,70.0,95.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
2425,2021-08-25,44409.0,AK,SPRING CREEK CC,,357,NR,,,,,,,,,,,,,,376.0,502.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
2426,2021-08-25,44409.0,AK,WILDWOOD CC,,211,NR,,,,,,,,,,,,,,214.0,415.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
2427,2021-08-25,44409.0,AK,YUKON-KUSKOKWIM CC,,162,NR,,,,,,,,,,,,,,167.0,211.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
2428,2021-08-25,44409.0,AK,DOC - OTHER (CRC),,141,NR,,,,,,,,,,,,,,151.0,208.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
2429,2021-08-25,44409.0,AK,,,,,44215.0,2526.0,355.0,2171.0,40924.0,38.0,5.0,NR,NR,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
2430,2021-08-26,44410.0,AK,ANCHORAGE CC,,315,NR,,,,,,,,,,,,,,376.0,861.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
2431,2021-08-26,44410.0,AK,ANVIL MTN CC,,93,NR,,,,,,,,,,,,,,100.0,118.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
2432,2021-08-26,44410.0,AK,FAIRBANKS CC,,169,NR,,,,,,,,,,,,,,178.0,271.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
2433,2021-08-26,44410.0,AK,GOOSE CREEK CC,,877,NR,,,,,,,,,,,,,,927.0,1365.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
2434,2021-08-26,44410.0,AK,HILAND MTN CC,,148,NR,,,,,,,,,,,,,,166.0,305.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
2435,2021-08-26,44410.0,AK,KETCHIKAN CC,,21,NR,,,,,,,,,,,,,,22.0,53.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
2436,2021-08-26,44410.0,AK,LEMON CREEK CC,,86,NR,,,,,,,,,,,,,,106.0,217.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
2437,2021-08-26,44410.0,AK,MATSU PRETRIAL,,24,NR,,,,,,,,,,,,,,27.0,85.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
2438,2021-08-26,44410.0,AK,PT. MACKENZIE CF,,67,NR,,,,,,,,,,,,,,70.0,95.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
2439,2021-08-26,44410.0,AK,SPRING CREEK CC,,357,NR,,,,,,,,,,,,,,376.0,502.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
2440,2021-08-26,44410.0,AK,WILDWOOD CC,,211,NR,,,,,,,,,,,,,,214.0,415.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
2441,2021-08-26,44410.0,AK,YUKON-KUSKOKWIM CC,,162,NR,,,,,,,,,,,,,,167.0,211.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
2442,2021-08-26,44410.0,AK,DOC - OTHER (CRC),,141,NR,,,,,,,,,,,,,,151.0,208.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
2443,2021-08-26,44410.0,AK,,,,,44215.0,2526.0,355.0,2171.0,40924.0,38.0,5.0,NR,NR,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
2444,2021-08-27,44411.0,AK,ANCHORAGE CC,,315,NR,,,,,,,,,,,,,,376.0,861.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
2445,2021-08-27,44411.0,AK,ANVIL MTN CC,,93,NR,,,,,,,,,,,,,,100.0,118.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
2446,2021-08-27,44411.0,AK,FAIRBANKS CC,,169,NR,,,,,,,,,,,,,,178.0,271.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
2447,2021-08-27,44411.0,AK,GOOSE CREEK CC,,877,NR,,,,,,,,,,,,,,927.0,1365.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
2448,2021-08-27,44411.0,AK,HILAND MTN CC,,148,NR,,,,,,,,,,,,,,166.0,305.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
2449,2021-08-27,44411.0,AK,KETCHIKAN CC,,21,NR,,,,,,,,,,,,,,22.0,53.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
2450,2021-08-27,44411.0,AK,LEMON CREEK CC,,86,NR,,,,,,,,,,,,,,106.0,217.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
2451,2021-08-27,44411.0,AK,MATSU PRETRIAL,,24,NR,,,,,,,,,,,,,,27.0,85.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
2452,2021-08-27,44411.0,AK,PT. MACKENZIE CF,,67,NR,,,,,,,,,,,,,,70.0,95.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
2453,2021-08-27,44411.0,AK,SPRING CREEK CC,,357,NR,,,,,,,,,,,,,,376.0,502.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
2454,2021-08-27,44411.0,AK,WILDWOOD CC,,211,NR,,,,,,,,,,,,,,214.0,415.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
2455,2021-08-27,44411.0,AK,YUKON-KUSKOKWIM CC,,162,NR,,,,,,,,,,,,,,167.0,211.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
2456,2021-08-27,44411.0,AK,DOC - OTHER (CRC),,141,NR,,,,,,,,,,,,,,151.0,208.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
2457,2021-08-27,44411.0,AK,,,,,44215.0,2526.0,355.0,2171.0,40924.0,38.0,5.0,NR,NR,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
2458,2021-08-28,44412.0,AK,ANCHORAGE CC,,315,NR,,,,,,,,,,,,,,376.0,861.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
2459,2021-08-28,44412.0,AK,ANVIL MTN CC,,93,NR,,,,,,,,,,,,,,100.0,118.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
2460,2021-08-28,44412.0,AK,FAIRBANKS CC,,169,NR,,,,,,,,,,,,,,178.0,271.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
2461,2021-08-28,44412.0,AK,GOOSE CREEK CC,,877,NR,,,,,,,,,,,,,,927.0,1365.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
2462,2021-08-28,44412.0,AK,HILAND MTN CC,,148,NR,,,,,,,,,,,,,,166.0,305.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
2463,2021-08-28,44412.0,AK,KETCHIKAN CC,,21,NR,,,,,,,,,,,,,,22.0,53.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
2464,2021-08-28,44412.0,AK,LEMON CREEK CC,,86,NR,,,,,,,,,,,,,,106.0,217.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
2465,2021-08-28,44412.0,AK,MATSU PRETRIAL,,24,NR,,,,,,,,,,,,,,27.0,85.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
2466,2021-08-28,44412.0,AK,PT. MACKENZIE CF,,67,NR,,,,,,,,,,,,,,70.0,95.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
2467,2021-08-28,44412.0,AK,SPRING CREEK CC,,357,NR,,,,,,,,,,,,,,376.0,502.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
2468,2021-08-28,44412.0,AK,WILDWOOD CC,,211,NR,,,,,,,,,,,,,,214.0,415.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
2469,2021-08-28,44412.0,AK,YUKON-KUSKOKWIM CC,,162,NR,,,,,,,,,,,,,,167.0,211.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
2470,2021-08-28,44412.0,AK,DOC - OTHER (CRC),,141,NR,,,,,,,,,,,,,,151.0,208.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
2471,2021-08-28,44412.0,AK,,,,,44215.0,2526.0,355.0,2171.0,40924.0,38.0,5.0,NR,NR,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
2472,2021-08-29,44413.0,AK,ANCHORAGE CC,,315,NR,,,,,,,,,,,,,,376.0,861.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
2473,2021-08-29,44413.0,AK,ANVIL MTN CC,,93,NR,,,,,,,,,,,,,,100.0,118.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
2474,2021-08-29,44413.0,AK,FAIRBANKS CC,,169,NR,,,,,,,,,,,,,,178.0,271.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
2475,2021-08-29,44413.0,AK,GOOSE CREEK CC,,877,NR,,,,,,,,,,,,,,927.0,1365.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
2476,2021-08-29,44413.0,AK,HILAND MTN CC,,148,NR,,,,,,,,,,,,,,166.0,305.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
2477,2021-08-29,44413.0,AK,KETCHIKAN CC,,21,NR,,,,,,,,,,,,,,22.0,53.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
2478,2021-08-29,44413.0,AK,LEMON CREEK CC,,86,NR,,,,,,,,,,,,,,106.0,217.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
2479,2021-08-29,44413.0,AK,MATSU PRETRIAL,,24,NR,,,,,,,,,,,,,,27.0,85.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
2480,2021-08-29,44413.0,AK,PT. MACKENZIE CF,,67,NR,,,,,,,,,,,,,,70.0,95.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
2481,2021-08-29,44413.0,AK,SPRING CREEK CC,,357,NR,,,,,,,,,,,,,,376.0,502.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
2482,2021-08-29,44413.0,AK,WILDWOOD CC,,211,NR,,,,,,,,,,,,,,214.0,415.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
2483,2021-08-29,44413.0,AK,YUKON-KUSKOKWIM CC,,162,NR,,,,,,,,,,,,,,167.0,211.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
2484,2021-08-29,44413.0,AK,DOC - OTHER (CRC),,141,NR,,,,,,,,,,,,,,151.0,208.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
2485,2021-08-29,44413.0,AK,,,,,44215.0,2526.0,355.0,2171.0,40924.0,38.0,5.0,NR,NR,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
2486,2021-08-30,44414.0,AK,ANCHORAGE CC,,315,NR,,,,,,,,,,,,,,376.0,861.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
2487,2021-08-30,44414.0,AK,ANVIL MTN CC,,93,NR,,,,,,,,,,,,,,100.0,118.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
2488,2021-08-30,44414.0,AK,FAIRBANKS CC,,169,NR,,,,,,,,,,,,,,178.0,271.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
2489,2021-08-30,44414.0,AK,GOOSE CREEK CC,,877,NR,,,,,,,,,,,,,,927.0,1365.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
2490,2021-08-30,44414.0,AK,HILAND MTN CC,,148,NR,,,,,,,,,,,,,,166.0,305.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
2491,2021-08-30,44414.0,AK,KETCHIKAN CC,,21,NR,,,,,,,,,,,,,,22.0,53.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
2492,2021-08-30,44414.0,AK,LEMON CREEK CC,,86,NR,,,,,,,,,,,,,,106.0,217.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
2493,2021-08-30,44414.0,AK,MATSU PRETRIAL,,24,NR,,,,,,,,,,,,,,27.0,85.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
2494,2021-08-30,44414.0,AK,PT. MACKENZIE CF,,67,NR,,,,,,,,,,,,,,70.0,95.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
2495,2021-08-30,44414.0,AK,SPRING CREEK CC,,357,NR,,,,,,,,,,,,,,376.0,502.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
2496,2021-08-30,44414.0,AK,WILDWOOD CC,,211,NR,,,,,,,,,,,,,,214.0,415.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
2497,2021-08-30,44414.0,AK,YUKON-KUSKOKWIM CC,,162,NR,,,,,,,,,,,,,,167.0,211.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
2498,2021-08-30,44414.0,AK,DOC - OTHER (CRC),,141,NR,,,,,,,,,,,,,,151.0,208.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
2499,2021-08-30,44414.0,AK,,,,,44215.0,2526.0,355.0,2171.0,40924.0,38.0,5.0,NR,NR,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
2500,2021-08-31,44438.0,AK,ANCHORAGE CC,,319,NR,,,,,,,,,,,,,,380.0,874.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
2501,2021-08-31,44438.0,AK,ANVIL MTN CC,,87,NR,,,,,,,,,,,,,,93.0,110.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
2502,2021-08-31,44438.0,AK,FAIRBANKS CC,,161,NR,,,,,,,,,,,,,,166.0,280.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
2503,2021-08-31,44438.0,AK,GOOSE CREEK CC,,884,NR,,,,,,,,,,,,,,949.0,1368.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
2504,2021-08-31,44438.0,AK,HILAND MTN CC,,141,NR,,,,,,,,,,,,,,162.0,315.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
2505,2021-08-31,44438.0,AK,KETCHIKAN CC,,26,NR,,,,,,,,,,,,,,26.0,50.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
2506,2021-08-31,44438.0,AK,LEMON CREEK CC,,90,NR,,,,,,,,,,,,,,105.0,223.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
2507,2021-08-31,44438.0,AK,MATSU PRETRIAL,,28,NR,,,,,,,,,,,,,,30.0,97.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
2508,2021-08-31,44438.0,AK,PT. MACKENZIE CF,,71,NR,,,,,,,,,,,,,,73.0,92.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
2509,2021-08-31,44438.0,AK,SPRING CREEK CC,,356,NR,,,,,,,,,,,,,,379.0,489.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
2510,2021-08-31,44438.0,AK,WILDWOOD CC,,218,NR,,,,,,,,,,,,,,225.0,393.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
2511,2021-08-31,44438.0,AK,YUKON-KUSKOKWIM CC,,155,NR,,,,,,,,,,,,,,165.0,207.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
2512,2021-08-31,44438.0,AK,DOC - OTHER (CRC),,151,NR,,,,,,,,,,,,,,160.0,209.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
2513,2021-08-31,44438.0,AK,,,,,49081.0,2692.0,440.0,2252.0,45572.0,43.0,5.0,NR,NR,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
2514,2021-09-01,44438.0,AK,ANCHORAGE CC,,319,NR,,,,,,,,,,,,,,380.0,874.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
2515,2021-09-01,44438.0,AK,ANVIL MTN CC,,87,NR,,,,,,,,,,,,,,93.0,110.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
2516,2021-09-01,44438.0,AK,FAIRBANKS CC,,161,NR,,,,,,,,,,,,,,166.0,280.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
2517,2021-09-01,44438.0,AK,GOOSE CREEK CC,,884,NR,,,,,,,,,,,,,,949.0,1368.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
2518,2021-09-01,44438.0,AK,HILAND MTN CC,,141,NR,,,,,,,,,,,,,,162.0,315.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
2519,2021-09-01,44438.0,AK,KETCHIKAN CC,,26,NR,,,,,,,,,,,,,,26.0,50.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
2520,2021-09-01,44438.0,AK,LEMON CREEK CC,,90,NR,,,,,,,,,,,,,,105.0,223.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
2521,2021-09-01,44438.0,AK,MATSU PRETRIAL,,28,NR,,,,,,,,,,,,,,30.0,97.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
2522,2021-09-01,44438.0,AK,PT. MACKENZIE CF,,71,NR,,,,,,,,,,,,,,73.0,92.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
2523,2021-09-01,44438.0,AK,SPRING CREEK CC,,356,NR,,,,,,,,,,,,,,379.0,489.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
2524,2021-09-01,44438.0,AK,WILDWOOD CC,,218,NR,,,,,,,,,,,,,,225.0,393.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
2525,2021-09-01,44438.0,AK,YUKON-KUSKOKWIM CC,,155,NR,,,,,,,,,,,,,,165.0,207.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
2526,2021-09-01,44438.0,AK,DOC - OTHER (CRC),,151,NR,,,,,,,,,,,,,,160.0,209.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
2527,2021-09-01,44438.0,AK,,,,,49081.0,2692.0,440.0,2252.0,45572.0,43.0,5.0,NR,NR,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
2528,2021-09-02,44438.0,AK,ANCHORAGE CC,,319,NR,,,,,,,,,,,,,,380.0,874.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
2529,2021-09-02,44438.0,AK,ANVIL MTN CC,,87,NR,,,,,,,,,,,,,,93.0,110.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
2530,2021-09-02,44438.0,AK,FAIRBANKS CC,,161,NR,,,,,,,,,,,,,,166.0,280.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
2531,2021-09-02,44438.0,AK,GOOSE CREEK CC,,884,NR,,,,,,,,,,,,,,949.0,1368.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
2532,2021-09-02,44438.0,AK,HILAND MTN CC,,141,NR,,,,,,,,,,,,,,162.0,315.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
2533,2021-09-02,44438.0,AK,KETCHIKAN CC,,26,NR,,,,,,,,,,,,,,26.0,50.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
2534,2021-09-02,44438.0,AK,LEMON CREEK CC,,90,NR,,,,,,,,,,,,,,105.0,223.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
2535,2021-09-02,44438.0,AK,MATSU PRETRIAL,,28,NR,,,,,,,,,,,,,,30.0,97.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
2536,2021-09-02,44438.0,AK,PT. MACKENZIE CF,,71,NR,,,,,,,,,,,,,,73.0,92.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
