Unnamed: 0,scrapedate,lastupdated,stateagency,facility,fac_staff_active,fac_staff_recovered,fac_inc_active,fac_inc_recovered,fac_staff_positive,fac_inc_positive,sum_inc_tested,sum_inc_deaths,sum_staff_deaths,sum_total_testsconducted,sum_inc_vaccinated,sum_staff_vaccinated,facility_bjs,fac_state,fac_address,fac_zip,sum_inc_recovered,sum_inc_active,sum_inc_positive,sum_staff_recovered,sum_staff_active,sum_staff_posnonprison,sum_staff_positive,match,bjs_fac_state,bjs_fac_id,bjs_fac_name,bjs_fac_address1,bjs_fac_address2,bjs_fac_city,bjs_fac_stateab,bjs_fac_zip1,bjs_fac_gender,bjs_fac_security,bjs_fac_securityother,bjs_fac_leave,bjs_fac_operator,bjs_fac_malepop,bjs_fac_femalepop,bjs_fac_linked,bjs_fac_changeuse,bjs_fac_changeclose,oldnew,sum_inc_vaccinatedpercent,state
4949,2021-08-14,NR,MO,PCC Potosi,3.0,131.0,0.0,142.0,134.0,142.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
4950,2021-08-14,NR,MO,SCCC Licking),4.0,108.0,4.0,145.0,112.0,149.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
4951,2021-08-14,NR,MO,Southeast CC (SECC Charleston),0.0,131.0,1.0,271.0,131.0,272.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
4952,2021-08-14,NR,MO,TCC Tipton,1.0,73.0,0.0,178.0,74.0,178.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
4953,2021-08-14,NR,MO,TCSTL St. Louis,1.0,46.0,0.0,8.0,47.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
4954,2021-08-14,NR,MO,Women's Eastern RDCC (WERDCC Vandalia),2.0,92.0,12.0,905.0,94.0,917.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
4955,2021-08-14,NR,MO,Western MO CC (WMCC Cameron),8.0,163.0,0.0,207.0,171.0,207.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
4956,2021-08-14,NR,MO,Western RDCC (WRDCC St. Joseph),4.0,155.0,85.0,482.0,159.0,567.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
4957,2021-08-14,NR,MO,,,,,,,,NR,50.0,9.0,117090.0,15202,NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
4958,2021-08-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
4959,2021-08-15,NR,MO,ACC Jefferson City,4.0,74.0,2.0,154.0,78.0,156.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
4960,2021-08-15,NR,MO,BCC Boonville,1.0,102.0,0.0,174.0,103.0,174.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
4961,2021-08-15,NR,MO,CCC Chillicothe,6.0,160.0,9.0,359.0,166.0,368.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
4962,2021-08-15,NR,MO,CTCC Fulton,3.0,15.0,0.0,27.0,18.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
4963,2021-08-15,NR,MO,Eastern RDCC (ERDCC),2.0,198.0,23.0,653.0,200.0,676.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
4964,2021-08-15,NR,MO,Farmington CC (FCC),1.0,238.0,1.0,533.0,239.0,2095.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
4965,2021-08-15,NR,MO,FRDC Fulton,2.0,114.0,42.0,2053.0,116.0,2095.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
4966,2021-08-15,NR,MO,JCCC Jefferson City,10.0,164.0,5.0,353.0,174.0,358.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
4967,2021-08-15,NR,MO,Kansas City Reentry Center (KCRC),3.0,24.0,0.0,28.0,27.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
4968,2021-08-15,NR,MO,MCC Moberly,1.0,92.0,2.0,238.0,93.0,240.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
4969,2021-08-15,NR,MO,Missouri Eastern CC (MECC Pacific),0.0,113.0,2.0,199.0,113.0,201.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
4970,2021-08-15,NR,MO,Maryville TC (MTC),2.0,54.0,0.0,51.0,56.0,51.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
4971,2021-08-15,NR,MO,NECC Bowling Green,3.0,136.0,0.0,105.0,139.0,105.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
4972,2021-08-15,NR,MO,Ozark CC (OCC Fordland),1.0,61.0,0.0,160.0,62.0,160.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
4973,2021-08-15,NR,MO,PCC Potosi,3.0,131.0,0.0,142.0,134.0,142.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
4974,2021-08-15,NR,MO,SCCC Licking),4.0,108.0,4.0,145.0,112.0,149.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
4975,2021-08-15,NR,MO,Southeast CC (SECC Charleston),0.0,131.0,1.0,271.0,131.0,272.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
4976,2021-08-15,NR,MO,TCC Tipton,1.0,73.0,0.0,178.0,74.0,178.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
4977,2021-08-15,NR,MO,TCSTL St. Louis,1.0,46.0,0.0,8.0,47.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
4978,2021-08-15,NR,MO,Women's Eastern RDCC (WERDCC Vandalia),2.0,92.0,12.0,905.0,94.0,917.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
4979,2021-08-15,NR,MO,Western MO CC (WMCC Cameron),8.0,163.0,0.0,207.0,171.0,207.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
4980,2021-08-15,NR,MO,Western RDCC (WRDCC St. Joseph),4.0,155.0,85.0,482.0,159.0,567.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
4981,2021-08-15,NR,MO,,,,,,,,NR,50.0,9.0,117090.0,15202,NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
4982,2021-08-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
4983,2021-08-17,NR,MO,ACC Jefferson City,4.0,74.0,2.0,154.0,78.0,156.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
4984,2021-08-17,NR,MO,BCC Boonville,3.0,102.0,2.0,174.0,105.0,176.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
4985,2021-08-17,NR,MO,CCC Chillicothe,7.0,164.0,2.0,366.0,171.0,368.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
4986,2021-08-17,NR,MO,CTCC Fulton,2.0,16.0,0.0,27.0,18.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
4987,2021-08-17,NR,MO,Eastern RDCC (ERDCC),4.0,198.0,13.0,671.0,202.0,684.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
4988,2021-08-17,NR,MO,Farmington CC (FCC),1.0,241.0,1.0,533.0,242.0,2122.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
4989,2021-08-17,NR,MO,FRDC Fulton,2.0,116.0,29.0,2093.0,118.0,2122.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
4990,2021-08-17,NR,MO,JCCC Jefferson City,3.0,193.0,1.0,358.0,196.0,359.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
4991,2021-08-17,NR,MO,Kansas City Reentry Center (KCRC),2.0,24.0,0.0,28.0,26.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
4992,2021-08-17,NR,MO,MCC Moberly,1.0,92.0,3.0,238.0,93.0,241.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
4993,2021-08-17,NR,MO,Missouri Eastern CC (MECC Pacific),0.0,113.0,9.0,202.0,113.0,211.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
4994,2021-08-17,NR,MO,Maryville TC (MTC),1.0,55.0,1.0,51.0,56.0,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
4995,2021-08-17,NR,MO,NECC Bowling Green,3.0,136.0,0.0,105.0,139.0,105.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
4996,2021-08-17,NR,MO,Ozark CC (OCC Fordland),2.0,61.0,0.0,160.0,63.0,160.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
4997,2021-08-17,NR,MO,PCC Potosi,4.0,132.0,0.0,142.0,136.0,142.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
4998,2021-08-17,NR,MO,SCCC Licking),4.0,111.0,4.0,149.0,115.0,153.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
4999,2021-08-17,NR,MO,Southeast CC (SECC Charleston),0.0,131.0,0.0,272.0,131.0,272.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
5000,2021-08-17,NR,MO,TCC Tipton,0.0,74.0,0.0,178.0,74.0,178.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
5001,2021-08-17,NR,MO,TCSTL St. Louis,0.0,47.0,0.0,8.0,47.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
5002,2021-08-17,NR,MO,Women's Eastern RDCC (WERDCC Vandalia),2.0,94.0,14.0,913.0,96.0,927.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
5003,2021-08-17,NR,MO,Western MO CC (WMCC Cameron),7.0,168.0,0.0,207.0,175.0,207.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
5004,2021-08-17,NR,MO,Western RDCC (WRDCC St. Joseph),4.0,158.0,67.0,500.0,162.0,567.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
5005,2021-08-17,NR,MO,,,,,,,,NR,50.0,9.0,117090.0,15202,NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
5006,2021-08-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
5007,2021-08-18,NR,MO,ACC Jefferson City,4.0,74.0,2.0,154.0,78.0,156.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
5008,2021-08-18,NR,MO,BCC Boonville,3.0,102.0,2.0,174.0,105.0,176.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
5009,2021-08-18,NR,MO,CCC Chillicothe,7.0,164.0,2.0,366.0,171.0,368.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
5010,2021-08-18,NR,MO,CTCC Fulton,2.0,16.0,0.0,27.0,18.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
5011,2021-08-18,NR,MO,Eastern RDCC (ERDCC),4.0,198.0,13.0,671.0,202.0,684.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
5012,2021-08-18,NR,MO,Farmington CC (FCC),1.0,241.0,1.0,533.0,242.0,2122.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
5013,2021-08-18,NR,MO,FRDC Fulton,2.0,116.0,29.0,2093.0,118.0,2122.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
5014,2021-08-18,NR,MO,JCCC Jefferson City,3.0,193.0,1.0,358.0,196.0,359.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
5015,2021-08-18,NR,MO,Kansas City Reentry Center (KCRC),2.0,24.0,0.0,28.0,26.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
5016,2021-08-18,NR,MO,MCC Moberly,1.0,92.0,3.0,238.0,93.0,241.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
5017,2021-08-18,NR,MO,Missouri Eastern CC (MECC Pacific),0.0,113.0,0.0,202.0,113.0,202.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
5018,2021-08-18,NR,MO,Maryville TC (MTC),1.0,55.0,1.0,51.0,56.0,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
5019,2021-08-18,NR,MO,NECC Bowling Green,3.0,136.0,0.0,105.0,139.0,105.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
5020,2021-08-18,NR,MO,Ozark CC (OCC Fordland),2.0,61.0,0.0,160.0,63.0,160.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
5021,2021-08-18,NR,MO,PCC Potosi,4.0,132.0,0.0,142.0,136.0,142.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
5022,2021-08-18,NR,MO,SCCC Licking),4.0,111.0,4.0,149.0,115.0,153.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
5023,2021-08-18,NR,MO,Southeast CC (SECC Charleston),0.0,131.0,0.0,272.0,131.0,272.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
5024,2021-08-18,NR,MO,TCC Tipton,0.0,74.0,0.0,178.0,74.0,178.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
5025,2021-08-18,NR,MO,TCSTL St. Louis,0.0,47.0,0.0,8.0,47.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
5026,2021-08-18,NR,MO,Women's Eastern RDCC (WERDCC Vandalia),2.0,94.0,14.0,913.0,96.0,927.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
5027,2021-08-18,NR,MO,Western MO CC (WMCC Cameron),7.0,168.0,0.0,207.0,175.0,207.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
5028,2021-08-18,NR,MO,Western RDCC (WRDCC St. Joseph),4.0,158.0,67.0,500.0,162.0,567.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
5029,2021-08-18,NR,MO,,,,,,,,NR,50.0,9.0,117090.0,15202,NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.0,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
5030,2021-08-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
5031,2021-08-19,NR,MO,ACC Jefferson City,2.0,77.0,1.0,155.0,79.0,156.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
5032,2021-08-19,NR,MO,BCC Boonville,5.0,102.0,0.0,170.0,107.0,170.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
5033,2021-08-19,NR,MO,CCC Chillicothe,6.0,172.0,2.0,368.0,178.0,370.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
5034,2021-08-19,NR,MO,CTCC Fulton,1.0,18.0,0.0,27.0,19.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
5035,2021-08-19,NR,MO,Eastern RDCC (ERDCC),2.0,201.0,12.0,675.0,203.0,687.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
5036,2021-08-19,NR,MO,Farmington CC (FCC),1.0,231.0,0.0,534.0,232.0,1225.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
5037,2021-08-19,NR,MO,FRDC Fulton,3.0,116.0,27.0,1198.0,119.0,1225.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
5038,2021-08-19,NR,MO,JCCC Jefferson City,5.0,173.0,2.0,358.0,178.0,360.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
5039,2021-08-19,NR,MO,Kansas City Reentry Center (KCRC),1.0,26.0,0.0,28.0,27.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
5040,2021-08-19,NR,MO,MCC Moberly,0.0,93.0,3.0,238.0,93.0,241.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
5041,2021-08-19,NR,MO,Missouri Eastern CC (MECC Pacific),0.0,112.0,0.0,201.0,112.0,201.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
5042,2021-08-19,NR,MO,Maryville TC (MTC),1.0,54.0,0.0,51.0,55.0,51.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
5043,2021-08-19,NR,MO,NECC Bowling Green,2.0,138.0,0.0,105.0,140.0,105.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
5044,2021-08-19,NR,MO,Ozark CC (OCC Fordland),2.0,60.0,0.0,160.0,62.0,160.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
5045,2021-08-19,NR,MO,PCC Potosi,5.0,133.0,0.0,142.0,138.0,142.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
5046,2021-08-19,NR,MO,SCCC Licking),3.0,111.0,0.0,149.0,114.0,149.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
5047,2021-08-19,NR,MO,Southeast CC (SECC Charleston),0.0,131.0,0.0,272.0,131.0,272.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
5048,2021-08-19,NR,MO,TCC Tipton,0.0,71.0,0.0,178.0,71.0,178.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
5049,2021-08-19,NR,MO,TCSTL St. Louis,0.0,47.0,0.0,8.0,47.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
5050,2021-08-19,NR,MO,Women's Eastern RDCC (WERDCC Vandalia),1.0,94.0,13.0,922.0,95.0,935.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
5051,2021-08-19,NR,MO,Western MO CC (WMCC Cameron),6.0,169.0,0.0,206.0,175.0,206.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
