Unnamed: 0,scrapedate,lastupdated,stateagency,facility,fac_inc_population,fac_inc_testeddaily,fac_inc_positivedaily,fac_staff_testeddaily,fac_staff_positivedaily,fac_staff_positivecodaily,fac_staff_positiveotherdaily,fac_inc_active,fac_inc_deathsdaily,fac_staff_deaths,sum_inc_partiallyvaccinatedweekly,sum_inc_fullyvaccinatedweekly,sum_staff_partiallyvaccinatedweekly,sum_staff_fullyvaccinatedweekly,fac_inc_tested,fac_inc_positive,fac_inc_deaths,fac_staff_tested,fac_staff_positive,sum_inc_partiallyvaccinated,sum_inc_fullyvaccinated,sum_staff_partiallyvaccinated,sum_staff_fullyvaccinated,facility_bjs,fac_state,fac_inc_pop,fac_address,fac_zip,sum_inc_positive,sum_inc_deaths,sum_inc_tested,sum_inc_partiallyvaccitedweekly,sum_inc_fullyvaccitedweekly,sum_inc_partiallyvaccited,sum_inc_fullyvaccited,sum_staff_positive,sum_staff_tested,sum_staff_fullyvaccitedweekly,sum_staff_partiallyvaccited,sum_staff_fullyvaccited,match,bjs_fac_state,bjs_fac_id,bjs_fac_id2,bjs_fac_name,bjs_fac_address1,bjs_fac_address2,bjs_fac_city,bjs_fac_stateab,bjs_fac_zip1,bjs_fac_gender,bjs_fac_security,bjs_fac_leave,bjs_fac_operator,bjs_fac_malepop,bjs_fac_femalepop,bjs_fac_linked,bjs_fac_changeuse,bjs_fac_changeclose,bjs_fac_notes,bjs_fac_notes2,state
8165,2021-08-30,2021-08-15,MA,LSH,15.0,NR,NR,NR,NR,NR,NR,0.0,NR,NR,,,,,0.0,8.0,0.0,128.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
8166,2021-08-30,2021-08-15,MA,SBCC,515.0,NR,NR,NR,NR,NR,NR,41.0,NR,NR,,,,,2194.0,26.0,0.0,959.0,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
8167,2021-08-30,2021-08-17,MA,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,4817.0,4327.0,2972.0,2818.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
8168,2021-08-31,2021-08-15,MA,MASAC,100.0,NR,NR,NR,NR,NR,NR,0.0,NR,NR,,,,,1077.0,57.0,0.0,260.0,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
8169,2021-08-31,2021-08-15,MA,Boston Pre,72.0,NR,NR,NR,NR,NR,NR,0.0,NR,NR,,,,,177.0,3.0,0.0,425.0,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
8170,2021-08-31,2021-08-15,MA,MCI-Norfolk,1141.0,NR,NR,NR,NR,NR,NR,0.0,NR,NR,,,,,5971.0,511.0,3.0,797.0,88.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
8171,2021-08-31,2021-08-15,MA,NCCI-Gardn,721.0,NR,NR,NR,NR,NR,NR,0.0,NR,NR,,,,,3147.0,954.0,3.0,912.0,144.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
8172,2021-08-31,2021-08-15,MA,BSH,233.0,NR,NR,NR,NR,NR,NR,0.0,NR,NR,,,,,929.0,37.0,0.0,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
8173,2021-08-31,2021-08-15,MA,OCCC,621.0,NR,NR,NR,NR,NR,NR,0.0,NR,NR,,,,,3024.0,237.0,3.0,1357.0,76.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
8174,2021-08-31,2021-08-15,MA,MCI-CJ,414.0,NR,NR,NR,NR,NR,NR,0.0,NR,NR,,,,,2756.0,135.0,0.0,670.0,135.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
8175,2021-08-31,2021-08-15,MA,MCI-C,515.0,NR,NR,NR,NR,NR,NR,0.0,NR,NR,,,,,2929.0,294.0,2.0,1389.0,78.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
8176,2021-08-31,2021-08-15,MA,NECC,203.0,NR,NR,NR,NR,NR,NR,0.0,NR,NR,,,,,628.0,19.0,0.0,50.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
8177,2021-08-31,2021-08-15,MA,Pondville,132.0,NR,NR,NR,NR,NR,NR,0.0,NR,NR,,,,,604.0,2.0,0.0,8.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
8178,2021-08-31,2021-08-15,MA,MCI-F,160.0,NR,NR,NR,NR,NR,NR,0.0,NR,NR,,,,,731.0,97.0,0.0,780.0,57.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
8179,2021-08-31,2021-08-15,MA,MCI-Shirley,789.0,NR,NR,NR,NR,NR,NR,0.0,NR,NR,,,,,5504.0,516.0,4.0,1451.0,95.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
8180,2021-08-31,2021-08-15,MA,MTC,553.0,NR,NR,NR,NR,NR,NR,0.0,NR,NR,,,,,1697.0,189.0,5.0,248.0,59.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
8181,2021-08-31,2021-08-15,MA,SMCC,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,,,,,68.0,12.0,0.0,2.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
8182,2021-08-31,2021-08-15,MA,LSH,15.0,NR,NR,NR,NR,NR,NR,0.0,NR,NR,,,,,0.0,8.0,0.0,128.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
8183,2021-08-31,2021-08-15,MA,SBCC,515.0,NR,NR,NR,NR,NR,NR,41.0,NR,NR,,,,,2194.0,26.0,0.0,959.0,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
8184,2021-08-31,2021-08-17,MA,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,4817.0,4327.0,2972.0,2818.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
8185,2021-09-01,2021-08-15,MA,MASAC,100.0,NR,NR,NR,NR,NR,NR,0.0,NR,NR,,,,,1077.0,57.0,0.0,260.0,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
8186,2021-09-01,2021-08-15,MA,Boston Pre,72.0,NR,NR,NR,NR,NR,NR,0.0,NR,NR,,,,,177.0,3.0,0.0,425.0,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
8187,2021-09-01,2021-08-15,MA,MCI-Norfolk,1141.0,NR,NR,NR,NR,NR,NR,0.0,NR,NR,,,,,5971.0,511.0,3.0,797.0,88.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
8188,2021-09-01,2021-08-15,MA,NCCI-Gardn,721.0,NR,NR,NR,NR,NR,NR,0.0,NR,NR,,,,,3147.0,954.0,3.0,912.0,144.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
8189,2021-09-01,2021-08-15,MA,BSH,233.0,NR,NR,NR,NR,NR,NR,0.0,NR,NR,,,,,929.0,37.0,0.0,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
8190,2021-09-01,2021-08-15,MA,OCCC,621.0,NR,NR,NR,NR,NR,NR,0.0,NR,NR,,,,,3024.0,237.0,3.0,1357.0,76.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
8191,2021-09-01,2021-08-15,MA,MCI-CJ,414.0,NR,NR,NR,NR,NR,NR,0.0,NR,NR,,,,,2756.0,135.0,0.0,670.0,135.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
8192,2021-09-01,2021-08-15,MA,MCI-C,515.0,NR,NR,NR,NR,NR,NR,0.0,NR,NR,,,,,2929.0,294.0,2.0,1389.0,78.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
8193,2021-09-01,2021-08-15,MA,NECC,203.0,NR,NR,NR,NR,NR,NR,0.0,NR,NR,,,,,628.0,19.0,0.0,50.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
8194,2021-09-01,2021-08-15,MA,Pondville,132.0,NR,NR,NR,NR,NR,NR,0.0,NR,NR,,,,,604.0,2.0,0.0,8.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
8195,2021-09-01,2021-08-15,MA,MCI-F,160.0,NR,NR,NR,NR,NR,NR,0.0,NR,NR,,,,,731.0,97.0,0.0,780.0,57.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
8196,2021-09-01,2021-08-15,MA,MCI-Shirley,789.0,NR,NR,NR,NR,NR,NR,0.0,NR,NR,,,,,5504.0,516.0,4.0,1451.0,95.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
8197,2021-09-01,2021-08-15,MA,MTC,553.0,NR,NR,NR,NR,NR,NR,0.0,NR,NR,,,,,1697.0,189.0,5.0,248.0,59.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
8198,2021-09-01,2021-08-15,MA,SMCC,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,,,,,68.0,12.0,0.0,2.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
8199,2021-09-01,2021-08-15,MA,LSH,15.0,NR,NR,NR,NR,NR,NR,0.0,NR,NR,,,,,0.0,8.0,0.0,128.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
8200,2021-09-01,2021-08-15,MA,SBCC,515.0,NR,NR,NR,NR,NR,NR,41.0,NR,NR,,,,,2194.0,26.0,0.0,959.0,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
8201,2021-09-01,2021-08-17,MA,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,4817.0,4327.0,2972.0,2818.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
8202,2021-09-02,2021-08-15,MA,MASAC,100.0,NR,NR,NR,NR,NR,NR,0.0,NR,NR,,,,,1077.0,57.0,0.0,260.0,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
8203,2021-09-02,2021-08-15,MA,Boston Pre,72.0,NR,NR,NR,NR,NR,NR,0.0,NR,NR,,,,,177.0,3.0,0.0,425.0,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
8204,2021-09-02,2021-08-15,MA,MCI-Norfolk,1141.0,NR,NR,NR,NR,NR,NR,0.0,NR,NR,,,,,5971.0,511.0,3.0,797.0,88.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
8205,2021-09-02,2021-08-15,MA,NCCI-Gardn,721.0,NR,NR,NR,NR,NR,NR,0.0,NR,NR,,,,,3147.0,954.0,3.0,912.0,144.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
8206,2021-09-02,2021-08-15,MA,BSH,233.0,NR,NR,NR,NR,NR,NR,0.0,NR,NR,,,,,929.0,37.0,0.0,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
8207,2021-09-02,2021-08-15,MA,OCCC,621.0,NR,NR,NR,NR,NR,NR,0.0,NR,NR,,,,,3024.0,237.0,3.0,1357.0,76.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
8208,2021-09-02,2021-08-15,MA,MCI-CJ,414.0,NR,NR,NR,NR,NR,NR,0.0,NR,NR,,,,,2756.0,135.0,0.0,670.0,135.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
8209,2021-09-02,2021-08-15,MA,MCI-C,515.0,NR,NR,NR,NR,NR,NR,0.0,NR,NR,,,,,2929.0,294.0,2.0,1389.0,78.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
8210,2021-09-02,2021-08-15,MA,NECC,203.0,NR,NR,NR,NR,NR,NR,0.0,NR,NR,,,,,628.0,19.0,0.0,50.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
8211,2021-09-02,2021-08-15,MA,Pondville,132.0,NR,NR,NR,NR,NR,NR,0.0,NR,NR,,,,,604.0,2.0,0.0,8.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
8212,2021-09-02,2021-08-15,MA,MCI-F,160.0,NR,NR,NR,NR,NR,NR,0.0,NR,NR,,,,,731.0,97.0,0.0,780.0,57.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
8213,2021-09-02,2021-08-15,MA,MCI-Shirley,789.0,NR,NR,NR,NR,NR,NR,0.0,NR,NR,,,,,5504.0,516.0,4.0,1451.0,95.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
8214,2021-09-02,2021-08-15,MA,MTC,553.0,NR,NR,NR,NR,NR,NR,0.0,NR,NR,,,,,1697.0,189.0,5.0,248.0,59.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
8215,2021-09-02,2021-08-15,MA,SMCC,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,,,,,68.0,12.0,0.0,2.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
8216,2021-09-02,2021-08-15,MA,LSH,15.0,NR,NR,NR,NR,NR,NR,0.0,NR,NR,,,,,0.0,8.0,0.0,128.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
8217,2021-09-02,2021-08-15,MA,SBCC,515.0,NR,NR,NR,NR,NR,NR,41.0,NR,NR,,,,,2194.0,26.0,0.0,959.0,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
8218,2021-09-02,2021-08-17,MA,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,4817.0,4327.0,2972.0,2818.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
8219,2021-09-03,2021-08-15,MA,MASAC,100.0,NR,NR,NR,NR,NR,NR,0.0,NR,NR,,,,,1077.0,57.0,0.0,260.0,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
8220,2021-09-03,2021-08-15,MA,Boston Pre,72.0,NR,NR,NR,NR,NR,NR,0.0,NR,NR,,,,,177.0,3.0,0.0,425.0,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
8221,2021-09-03,2021-08-15,MA,MCI-Norfolk,1141.0,NR,NR,NR,NR,NR,NR,0.0,NR,NR,,,,,5971.0,511.0,3.0,797.0,88.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
8222,2021-09-03,2021-08-15,MA,NCCI-Gardn,721.0,NR,NR,NR,NR,NR,NR,0.0,NR,NR,,,,,3147.0,954.0,3.0,912.0,144.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
8223,2021-09-03,2021-08-15,MA,BSH,233.0,NR,NR,NR,NR,NR,NR,0.0,NR,NR,,,,,929.0,37.0,0.0,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
8224,2021-09-03,2021-08-15,MA,OCCC,621.0,NR,NR,NR,NR,NR,NR,0.0,NR,NR,,,,,3024.0,237.0,3.0,1357.0,76.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
8225,2021-09-03,2021-08-15,MA,MCI-CJ,414.0,NR,NR,NR,NR,NR,NR,0.0,NR,NR,,,,,2756.0,135.0,0.0,670.0,135.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
8226,2021-09-03,2021-08-15,MA,MCI-C,515.0,NR,NR,NR,NR,NR,NR,0.0,NR,NR,,,,,2929.0,294.0,2.0,1389.0,78.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
8227,2021-09-03,2021-08-15,MA,NECC,203.0,NR,NR,NR,NR,NR,NR,0.0,NR,NR,,,,,628.0,19.0,0.0,50.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
8228,2021-09-03,2021-08-15,MA,Pondville,132.0,NR,NR,NR,NR,NR,NR,0.0,NR,NR,,,,,604.0,2.0,0.0,8.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
8229,2021-09-03,2021-08-15,MA,MCI-F,160.0,NR,NR,NR,NR,NR,NR,0.0,NR,NR,,,,,731.0,97.0,0.0,780.0,57.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
8230,2021-09-03,2021-08-15,MA,MCI-Shirley,789.0,NR,NR,NR,NR,NR,NR,0.0,NR,NR,,,,,5504.0,516.0,4.0,1451.0,95.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
8231,2021-09-03,2021-08-15,MA,MTC,553.0,NR,NR,NR,NR,NR,NR,0.0,NR,NR,,,,,1697.0,189.0,5.0,248.0,59.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
8232,2021-09-03,2021-08-15,MA,SMCC,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,,,,,68.0,12.0,0.0,2.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
8233,2021-09-03,2021-08-15,MA,LSH,15.0,NR,NR,NR,NR,NR,NR,0.0,NR,NR,,,,,0.0,8.0,0.0,128.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
8234,2021-09-03,2021-08-15,MA,SBCC,515.0,NR,NR,NR,NR,NR,NR,41.0,NR,NR,,,,,2194.0,26.0,0.0,959.0,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
8235,2021-09-03,2021-08-17,MA,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,4817.0,4327.0,2972.0,2818.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
8236,2021-09-04,2021-08-15,MA,MASAC,100.0,NR,NR,NR,NR,NR,NR,0.0,NR,NR,,,,,1077.0,57.0,0.0,260.0,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
8237,2021-09-04,2021-08-15,MA,Boston Pre,72.0,NR,NR,NR,NR,NR,NR,0.0,NR,NR,,,,,177.0,3.0,0.0,425.0,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
8238,2021-09-04,2021-08-15,MA,MCI-Norfolk,1141.0,NR,NR,NR,NR,NR,NR,0.0,NR,NR,,,,,5971.0,511.0,3.0,797.0,88.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
8239,2021-09-04,2021-08-15,MA,NCCI-Gardn,721.0,NR,NR,NR,NR,NR,NR,0.0,NR,NR,,,,,3147.0,954.0,3.0,912.0,144.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
8240,2021-09-04,2021-08-15,MA,BSH,233.0,NR,NR,NR,NR,NR,NR,0.0,NR,NR,,,,,929.0,37.0,0.0,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
8241,2021-09-04,2021-08-15,MA,OCCC,621.0,NR,NR,NR,NR,NR,NR,0.0,NR,NR,,,,,3024.0,237.0,3.0,1357.0,76.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
8242,2021-09-04,2021-08-15,MA,MCI-CJ,414.0,NR,NR,NR,NR,NR,NR,0.0,NR,NR,,,,,2756.0,135.0,0.0,670.0,135.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
8243,2021-09-04,2021-08-15,MA,MCI-C,515.0,NR,NR,NR,NR,NR,NR,0.0,NR,NR,,,,,2929.0,294.0,2.0,1389.0,78.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
8244,2021-09-04,2021-08-15,MA,NECC,203.0,NR,NR,NR,NR,NR,NR,0.0,NR,NR,,,,,628.0,19.0,0.0,50.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
