Unnamed: 0,scrapedate,lastupdated,stateagency,facility,fac_inc_tested,fac_inc_positive,fac_inc_deaths,fac_inc_deathsconfirmed,fac_inc_deathspending,fac_inc_negative,fac_inc_pending,fac_inc_recovered,fac_inc_population,sum_staff_positive,sum_staff_recovered,sum_staff_deaths,sum_inc_ppositive,sum_inc_vaccinations,facility_bjs,fac_state,fac_inc_pop,fac_address,fac_zip,sum_inc_positive,sum_inc_deaths,sum_inc_tested,match,bjs_fac_state,bjs_fac_id,bjs_fac_id2,bjs_fac_name,bjs_fac_address1,bjs_fac_city,bjs_fac_stateab,bjs_fac_zip1,bjs_fac_gender,bjs_fac_security,bjs_fac_securityother,bjs_fac_leave,bjs_fac_operator,bjs_fac_malepop,bjs_fac_femalepop,bjs_fac_linked,bjs_fac_linktxt,bjs_fac_changeuse,bjs_fac_changeclose,bjs_fac_notes,oldnew,state
3456,2021-07-05,2021-06-11,AZ,Winslow,1318.0,246.0,0.0,0.0,0.0,1072.0,0.0,246.0,1316.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AZ.csv
3457,2021-07-05,2021-06-11,AZ,Tucson,6047.0,2247.0,16.0,12.0,4.0,3800.0,0.0,2228.0,4546.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AZ.csv
3458,2021-07-05,2021-06-11,AZ,Marana,346.0,22.0,0.0,0.0,0.0,324.0,0.0,22.0,293.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AZ.csv
3459,2021-07-05,2021-06-11,AZ,,,,,,,,,,,2796.0,2784.0,NR,0.3431,26000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AZ.csv
3460,2021-07-05,2021-06-11,AZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AZ.csv
3461,2021-07-06,2021-06-11,AZ,Safford,1619.0,846.0,0.0,0.0,0.0,773.0,0.0,846.0,1052.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AZ.csv
3462,2021-07-06,2021-06-11,AZ,CACF,1195.0,76.0,3.0,3.0,0.0,1119.0,0.0,71.0,1275.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AZ.csv
3463,2021-07-06,2021-06-11,AZ,Douglas,2167.0,1163.0,2.0,0.0,2.0,1004.0,0.0,1161.0,1679.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AZ.csv
3464,2021-07-06,2021-06-11,AZ,Eyman,5504.0,2031.0,13.0,11.0,2.0,3473.0,0.0,2018.0,5198.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AZ.csv
3465,2021-07-06,2021-06-11,AZ,Yuma,4797.0,2014.0,7.0,6.0,1.0,2783.0,0.0,2007.0,4020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AZ.csv
3466,2021-07-06,2021-06-11,AZ,Phoenix West,368.0,43.0,1.0,1.0,0.0,325.0,0.0,42.0,479.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AZ.csv
3467,2021-07-06,2021-06-11,AZ,Red Rock,1632.0,119.0,0.0,0.0,0.0,1513.0,0.0,119.0,1919.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AZ.csv
3468,2021-07-06,2021-06-11,AZ,Phoenix,7063.0,707.0,0.0,0.0,0.0,6356.0,0.0,688.0,542.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AZ.csv
3469,2021-07-06,2021-06-11,AZ,Perryville,5180.0,385.0,2.0,0.0,2.0,4795.0,0.0,383.0,3391.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AZ.csv
3470,2021-07-06,2021-06-11,AZ,MRC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AZ.csv
3471,2021-07-06,2021-06-11,AZ,Lewis,4603.0,1303.0,3.0,2.0,1.0,3300.0,0.0,1300.0,4447.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AZ.csv
3472,2021-07-06,2021-06-11,AZ,Kingman,2631.0,653.0,5.0,3.0,2.0,1978.0,0.0,648.0,2650.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AZ.csv
3473,2021-07-06,2021-06-11,AZ,Florence West,488.0,45.0,0.0,0.0,0.0,443.0,0.0,45.0,571.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AZ.csv
3474,2021-07-06,2021-06-11,AZ,PRC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AZ.csv
3475,2021-07-06,2021-06-11,AZ,Florence,3245.0,441.0,14.0,12.0,2.0,2804.0,0.0,427.0,2592.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AZ.csv
3476,2021-07-06,2021-06-11,AZ,Winslow,1318.0,246.0,0.0,0.0,0.0,1072.0,0.0,246.0,1316.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AZ.csv
3477,2021-07-06,2021-06-11,AZ,Tucson,6047.0,2247.0,16.0,12.0,4.0,3800.0,0.0,2228.0,4546.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AZ.csv
3478,2021-07-06,2021-06-11,AZ,Marana,346.0,22.0,0.0,0.0,0.0,324.0,0.0,22.0,293.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AZ.csv
3479,2021-07-06,2021-06-11,AZ,,,,,,,,,,,2796.0,2784.0,NR,0.3431,26000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AZ.csv
3480,2021-07-06,2021-06-11,AZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AZ.csv
3481,2021-07-07,2021-06-11,AZ,Safford,1618.0,846.0,0.0,0.0,0.0,772.0,0.0,846.0,1052.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AZ.csv
3482,2021-07-07,2021-06-11,AZ,CACF,1195.0,76.0,3.0,3.0,0.0,1119.0,0.0,71.0,1272.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AZ.csv
3483,2021-07-07,2021-06-11,AZ,Douglas,2167.0,1163.0,2.0,0.0,2.0,1004.0,0.0,1161.0,1673.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AZ.csv
3484,2021-07-07,2021-06-11,AZ,Eyman,5513.0,2031.0,13.0,11.0,2.0,3482.0,0.0,2018.0,5193.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AZ.csv
3485,2021-07-07,2021-06-11,AZ,Yuma,4793.0,2014.0,7.0,6.0,1.0,2779.0,0.0,2007.0,4014.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AZ.csv
3486,2021-07-07,2021-06-11,AZ,Phoenix West,367.0,43.0,1.0,1.0,0.0,324.0,0.0,42.0,473.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AZ.csv
3487,2021-07-07,2021-06-11,AZ,Red Rock,1631.0,119.0,0.0,0.0,0.0,1512.0,0.0,119.0,1906.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AZ.csv
3488,2021-07-07,2021-06-11,AZ,Phoenix,7190.0,707.0,0.0,0.0,0.0,6483.0,0.0,688.0,529.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AZ.csv
3489,2021-07-07,2021-06-11,AZ,Perryville,5180.0,385.0,2.0,0.0,2.0,4795.0,0.0,383.0,3376.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AZ.csv
3490,2021-07-07,2021-06-11,AZ,MRC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AZ.csv
3491,2021-07-07,2021-06-11,AZ,Lewis,4652.0,1303.0,3.0,2.0,1.0,3349.0,0.0,1300.0,4443.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AZ.csv
3492,2021-07-07,2021-06-11,AZ,Kingman,2628.0,653.0,5.0,3.0,2.0,1975.0,0.0,648.0,2648.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AZ.csv
3493,2021-07-07,2021-06-11,AZ,Florence West,487.0,45.0,0.0,0.0,0.0,442.0,0.0,45.0,569.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AZ.csv
3494,2021-07-07,2021-06-11,AZ,PRC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AZ.csv
3495,2021-07-07,2021-06-11,AZ,Florence,3245.0,441.0,14.0,12.0,2.0,2804.0,0.0,427.0,2591.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AZ.csv
3496,2021-07-07,2021-06-11,AZ,Winslow,1317.0,246.0,0.0,0.0,0.0,1071.0,0.0,246.0,1314.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AZ.csv
3497,2021-07-07,2021-06-11,AZ,Tucson,6043.0,2247.0,17.0,12.0,5.0,3796.0,0.0,2227.0,4536.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AZ.csv
3498,2021-07-07,2021-06-11,AZ,Marana,346.0,22.0,0.0,0.0,0.0,324.0,0.0,22.0,291.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AZ.csv
3499,2021-07-07,2021-06-11,AZ,,,,,,,,,,,2797.0,2785.0,NR,0.344,26000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AZ.csv
3500,2021-07-07,2021-06-11,AZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AZ.csv
3501,2021-07-08,2021-06-11,AZ,Safford,1618.0,846.0,0.0,0.0,0.0,772.0,0.0,846.0,1047.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AZ.csv
3502,2021-07-08,2021-06-11,AZ,CACF,1195.0,76.0,3.0,3.0,0.0,1119.0,0.0,71.0,1273.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AZ.csv
3503,2021-07-08,2021-06-11,AZ,Douglas,2167.0,1162.0,1.0,0.0,1.0,1004.0,0.0,1161.0,1665.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AZ.csv
3504,2021-07-08,2021-06-11,AZ,Eyman,5513.0,2031.0,13.0,11.0,2.0,3482.0,0.0,2018.0,5196.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AZ.csv
3505,2021-07-08,2021-06-11,AZ,Yuma,4793.0,2013.0,6.0,6.0,0.0,2779.0,0.0,2007.0,4002.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AZ.csv
3506,2021-07-08,2021-06-11,AZ,Phoenix West,367.0,43.0,1.0,1.0,0.0,324.0,0.0,42.0,479.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AZ.csv
3507,2021-07-08,2021-06-11,AZ,Red Rock,1631.0,119.0,0.0,0.0,0.0,1512.0,0.0,119.0,1921.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AZ.csv
3508,2021-07-08,2021-06-11,AZ,Phoenix,7190.0,707.0,0.0,0.0,0.0,6483.0,0.0,688.0,552.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AZ.csv
3509,2021-07-08,2021-06-11,AZ,Perryville,5180.0,385.0,2.0,0.0,2.0,4795.0,0.0,383.0,3374.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AZ.csv
3510,2021-07-08,2021-06-11,AZ,MRC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AZ.csv
3511,2021-07-08,2021-06-11,AZ,Lewis,4652.0,1303.0,3.0,2.0,1.0,3349.0,0.0,1300.0,4395.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AZ.csv
3512,2021-07-08,2021-06-11,AZ,Kingman,2628.0,653.0,5.0,3.0,2.0,1975.0,0.0,648.0,2654.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AZ.csv
3513,2021-07-08,2021-06-11,AZ,Florence West,487.0,45.0,0.0,0.0,0.0,442.0,0.0,45.0,567.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AZ.csv
3514,2021-07-08,2021-06-11,AZ,PRC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AZ.csv
3515,2021-07-08,2021-06-11,AZ,Florence,3245.0,441.0,14.0,12.0,2.0,2804.0,0.0,427.0,2597.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AZ.csv
3516,2021-07-08,2021-06-11,AZ,Winslow,1317.0,246.0,0.0,0.0,0.0,1071.0,0.0,246.0,1321.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AZ.csv
3517,2021-07-08,2021-06-11,AZ,Tucson,6043.0,2247.0,17.0,12.0,5.0,3796.0,0.0,2227.0,4542.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AZ.csv
3518,2021-07-08,2021-06-11,AZ,Marana,346.0,22.0,0.0,0.0,0.0,324.0,0.0,22.0,290.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AZ.csv
3519,2021-07-08,2021-06-11,AZ,,,,,,,,,,,2799.0,2785.0,NR,0.3439,26000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AZ.csv
3520,2021-07-08,2021-06-11,AZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AZ.csv
3521,2021-07-09,2021-06-11,AZ,Safford,1618.0,846.0,0.0,0.0,0.0,772.0,0.0,846.0,1048.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AZ.csv
3522,2021-07-09,2021-06-11,AZ,CACF,1195.0,76.0,3.0,3.0,0.0,1119.0,0.0,73.0,1274.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AZ.csv
3523,2021-07-09,2021-06-11,AZ,Douglas,2167.0,1162.0,1.0,0.0,1.0,1005.0,0.0,1161.0,1658.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AZ.csv
3524,2021-07-09,2021-06-11,AZ,Eyman,5513.0,2031.0,13.0,11.0,2.0,3482.0,0.0,2018.0,5199.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AZ.csv
3525,2021-07-09,2021-06-11,AZ,Yuma,4793.0,2013.0,6.0,6.0,0.0,2780.0,0.0,2007.0,3999.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AZ.csv
3526,2021-07-09,2021-06-11,AZ,Phoenix West,367.0,43.0,1.0,1.0,0.0,324.0,0.0,42.0,482.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AZ.csv
3527,2021-07-09,2021-06-11,AZ,Red Rock,1631.0,119.0,0.0,0.0,0.0,1512.0,0.0,119.0,1932.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AZ.csv
3528,2021-07-09,2021-06-11,AZ,Phoenix,7190.0,707.0,0.0,0.0,0.0,6483.0,0.0,704.0,508.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AZ.csv
3529,2021-07-09,2021-06-11,AZ,Perryville,5180.0,385.0,2.0,0.0,2.0,4795.0,0.0,383.0,3368.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AZ.csv
3530,2021-07-09,2021-06-11,AZ,MRC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AZ.csv
3531,2021-07-09,2021-06-11,AZ,Lewis,4652.0,1303.0,3.0,2.0,1.0,3349.0,0.0,1300.0,4417.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AZ.csv
3532,2021-07-09,2021-06-11,AZ,Kingman,2628.0,653.0,5.0,3.0,2.0,1975.0,0.0,648.0,2663.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AZ.csv
3533,2021-07-09,2021-06-11,AZ,Florence West,487.0,45.0,0.0,0.0,0.0,442.0,0.0,45.0,564.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AZ.csv
3534,2021-07-09,2021-06-11,AZ,PRC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AZ.csv
3535,2021-07-09,2021-06-11,AZ,Florence,3245.0,441.0,14.0,12.0,2.0,2804.0,0.0,427.0,2597.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AZ.csv
3536,2021-07-09,2021-06-11,AZ,Winslow,1317.0,246.0,0.0,0.0,0.0,1071.0,0.0,246.0,1325.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AZ.csv
3537,2021-07-09,2021-06-11,AZ,Tucson,6043.0,2247.0,17.0,12.0,5.0,3796.0,0.0,2228.0,4551.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AZ.csv
3538,2021-07-09,2021-06-11,AZ,Marana,346.0,22.0,0.0,0.0,0.0,324.0,0.0,22.0,289.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AZ.csv
3539,2021-07-09,2021-06-11,AZ,,,,,,,,,,,2800.0,2787.0,NR,0.344,26000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AZ.csv
3540,2021-07-09,2021-06-11,AZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AZ.csv
3541,2021-07-10,2021-07-09,AZ,Safford,1618.0,846.0,0.0,0.0,0.0,772.0,0.0,846.0,1057.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AZ.csv
3542,2021-07-10,2021-07-09,AZ,CACF,1195.0,76.0,3.0,3.0,0.0,1119.0,0.0,73.0,1276.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AZ.csv
3543,2021-07-10,2021-07-09,AZ,Douglas,2167.0,1162.0,1.0,0.0,1.0,1005.0,0.0,1161.0,1655.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AZ.csv
3544,2021-07-10,2021-07-09,AZ,Eyman,5513.0,2031.0,13.0,11.0,2.0,3482.0,0.0,2018.0,5188.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AZ.csv
3545,2021-07-10,2021-07-09,AZ,Yuma,4793.0,2013.0,6.0,6.0,0.0,2780.0,0.0,2007.0,3986.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AZ.csv
3546,2021-07-10,2021-07-09,AZ,Phoenix West,367.0,43.0,1.0,1.0,0.0,324.0,0.0,42.0,481.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AZ.csv
3547,2021-07-10,2021-07-09,AZ,Red Rock,1631.0,119.0,0.0,0.0,0.0,1512.0,0.0,119.0,1934.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AZ.csv
3548,2021-07-10,2021-07-09,AZ,Phoenix,7190.0,707.0,0.0,0.0,0.0,6483.0,0.0,704.0,549.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AZ.csv
3549,2021-07-10,2021-07-09,AZ,Perryville,5180.0,385.0,2.0,0.0,2.0,4795.0,0.0,383.0,3384.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AZ.csv
3550,2021-07-10,2021-07-09,AZ,MRC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AZ.csv
3551,2021-07-10,2021-07-09,AZ,Lewis,4652.0,1303.0,3.0,2.0,1.0,3349.0,0.0,1300.0,4424.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AZ.csv
